timestamp,src_ip,dst_ip,src_port,dst_port,protocol,length
1733240830.763496,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240830.763550,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240831.016013,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240831.016047,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240831.270987,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240831.271022,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240831.511679,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240831.511720,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240831.751550,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240831.751583,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240831.999279,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240831.999315,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240832.251111,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240832.251146,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240832.503380,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240832.503415,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240832.747873,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240832.747909,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240832.997251,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240832.997278,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240833.255079,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240833.255115,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240833.511296,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240833.511331,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240833.819275,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240833.819297,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240834.063854,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240834.063889,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240834.323318,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240834.323350,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240834.567237,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240834.567274,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240834.807038,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240834.807068,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240835.046758,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240835.046801,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240835.287395,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240835.287428,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240835.543503,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240835.543538,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240835.795246,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240835.795282,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240836.047032,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240836.047063,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240836.299824,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240836.299855,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240836.539765,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240836.539797,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240836.788896,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240836.788940,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240837.035369,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240837.035401,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240837.292245,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240837.292280,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240837.551368,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240837.551401,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240837.859173,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240837.859209,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240838.098934,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240838.098966,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240838.460893,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240838.460928,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240838.727461,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240838.727496,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240838.989333,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240838.989369,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240839.243169,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240839.243201,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240839.487153,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240839.487188,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240839.723788,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240839.723831,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240839.966696,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240839.966739,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240840.219313,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240840.219345,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240840.474725,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240840.474767,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240840.735069,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240840.735110,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240840.967798,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240840.967830,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240841.203643,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240841.203686,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240841.459214,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240841.459249,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240841.699397,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240841.699431,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240841.934872,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240841.934904,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240842.180309,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240842.180341,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240842.415504,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240842.415538,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240842.677839,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240842.677874,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240842.931033,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240842.931074,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240843.182790,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240843.182823,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240843.507969,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240843.508005,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240843.759872,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240843.759907,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240844.019214,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240844.019247,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240844.267310,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240844.267343,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240844.506800,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240844.506833,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240844.751059,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240844.751095,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240845.003428,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240845.003464,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240845.251316,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240845.251350,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240845.483469,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240845.483504,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240845.736483,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240845.736518,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240845.975304,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240845.975338,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240846.242947,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240846.242981,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240846.478724,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240846.478764,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240846.724560,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240846.724595,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240846.975507,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240846.975543,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240847.247617,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240847.247649,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240847.502975,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240847.503009,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240847.751045,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240847.751093,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240847.983503,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240847.983552,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240848.222662,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240848.222693,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240848.478744,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240848.478776,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240848.719293,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240848.719328,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240848.955874,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240848.955912,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240849.255966,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240849.255996,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240849.503564,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240849.503596,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240849.755199,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240849.755234,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240850.005534,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240850.005568,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240850.258953,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240850.258988,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240850.510605,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240850.510633,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240850.775696,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240850.775761,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240851.022371,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240851.022419,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240851.283411,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240851.283444,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240851.539537,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240851.539572,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240851.806921,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240851.806958,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240852.072445,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240852.072478,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240852.325360,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240852.325397,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240852.590709,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240852.590742,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240852.831203,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240852.831239,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240853.087577,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240853.087612,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240853.352326,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240853.352362,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240853.626926,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240853.626961,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240853.864423,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240853.864458,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240854.115056,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240854.115092,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240854.366824,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240854.366856,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240854.629808,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240854.629852,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240854.874995,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240854.875030,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240855.116506,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240855.116536,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240855.355560,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240855.355591,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240855.619002,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240855.619034,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240855.863470,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240855.863505,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240856.103620,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240856.103652,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240856.342725,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240856.342756,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240856.578966,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240856.579001,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240856.854952,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240856.854983,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240857.114700,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240857.114732,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240857.354947,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240857.354978,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240857.618124,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240857.618160,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240857.862756,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240857.862781,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240858.107029,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240858.107060,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240858.363161,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240858.363210,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240858.637055,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240858.637090,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240858.899014,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240858.899049,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240859.139459,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240859.139491,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240859.403441,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240859.403470,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240859.638955,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240859.638989,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240859.900537,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240859.900570,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240860.155061,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240860.155092,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240860.396192,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240860.396236,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240860.639430,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240860.639460,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240860.891498,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240860.891537,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240861.167290,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240861.167338,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240861.403430,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240861.403461,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240861.647354,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240861.647386,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240861.919967,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240861.919998,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240862.166912,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240862.166943,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240862.419520,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240862.419556,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240862.663334,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240862.663377,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240862.899828,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240862.899876,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240863.163093,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240863.163128,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240863.418694,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240863.418722,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240863.674878,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240863.674914,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240863.927248,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240863.927282,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240864.188803,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240864.188839,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240864.440700,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240864.440736,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240864.719154,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240864.719187,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240864.981002,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240864.981035,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240865.227333,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240865.227368,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240865.464176,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240865.464210,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240865.714838,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240865.714870,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240865.963101,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240865.963137,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240866.223471,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240866.223525,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240866.475396,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240866.475423,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240866.738929,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240866.738990,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240866.979410,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240866.979445,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240867.227195,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240867.227226,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240867.482793,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240867.482835,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240867.751693,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240867.751730,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240868.016853,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240868.016881,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240868.280219,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240868.280251,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240868.527575,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240868.527604,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240868.776288,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240868.776316,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240869.019272,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240869.019305,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240869.267265,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240869.267301,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240869.523576,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240869.523613,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240869.807975,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240869.808011,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240870.047882,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240870.047914,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240870.290672,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240870.290705,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240870.548343,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240870.548377,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240870.803479,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240870.803512,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240871.047901,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240871.047945,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240871.294651,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240871.294683,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240871.563353,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240871.563389,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240871.806847,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240871.806880,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240872.063669,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240872.063725,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240872.306653,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240872.306684,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240872.566703,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240872.566735,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240872.800065,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240872.800100,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240873.047760,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240873.047803,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240873.299908,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240873.299940,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240873.535002,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240873.535028,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240873.795867,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240873.795898,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240874.050759,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240874.050789,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240874.288715,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240874.288757,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240874.547954,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240874.547988,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240874.782659,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240874.782690,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240875.031066,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240875.031102,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240875.266704,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240875.266737,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240875.515334,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240875.515366,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240875.782675,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240875.782706,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240876.031447,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240876.031481,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240876.282991,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240876.283026,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240876.531039,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240876.531074,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240876.775590,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240876.775638,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240877.020268,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240877.020303,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240877.278826,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240877.278858,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240877.531465,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240877.531505,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240877.794739,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240877.794771,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240878.055936,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240878.055972,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240878.302905,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240878.302942,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240878.552340,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240878.552376,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240878.807089,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240878.807124,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240879.063919,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240879.063950,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240879.316581,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240879.316617,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733240879.566842,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733240879.566877,10.0.0.2,10.0.0.1,80.0,20.0,6,54
